text,ground_truth_labels
make ur own soap with pure coconut oli at home pls contact 9940017797,NotQue
dry fruits and garlic milk this may help u to increase breast milk    even i am having 3 month baby i tried it    it is very  helpful to increase breast milk          ,NotQue
hii moms meri baby 18 months ki h or uska weight 9 kg h dr ne kha iska weight bahut kam h kya khilau use plz suggest taki wo healthy ho jaye  thank u in advance  hi mom   my baby is 18 months and her weight is 9 kg   the rate said that it is very low   what can i do so that she will be healthy   thank you these advance    rate this translation,Que
nothing can beat coconut oil   with my personal experience   coconut oil highly recommended,NotQue
is allopathy or hoemeopathy treatment is better for cough treatment in kids,Que
hii dear moms   mera beta 18 months ka   use fever hua tha aur fever ki baad wo 45 din se kuchh v nehi khata hai      khel kud sab karta hai lekin 1 spoon b nehi khate hai       plz kuchh to soln dijiye       use dr ke paas luu kya    hi dear mother   my son   18 months   he was fever   and after fever   he does not eat anything from 45 days       the game does not jump but he does not eat anything       please give me some solan       what do you have to do with fear      rate this translation,Que
last night my 8 months baby suddenly start crying midnight   he doesnt respond to us    his body was totally loose like he was in deep sleep but eyes open and cries louder    it takes about 10 to 15 mnt   to came back normal   i am so worried what is happened    pls help,Que
hi moms      do pee count of babies decrease as baby grows          ,Que
pediatrician ka bataya huaa solution thode se pani mai namak ke saath concentrated solution baba kar usse acche se garam karlijiye fir isme cotton bhiga kar halka gunguna bacche ki naabhi par lagaye din mai 23 baar   56 bar mai hee theek ho jayega    bacche ko namak se jalan nhii hogi        ye pakka hai           maine apne bete ke liye kiya thaa is liye bata rahi hu     ,NotQue
mera baby 18month ka h me kar sakte hu kya,NotQue
hii     my baby is 6 months 6 days old    what and all fruits and vegetables puree and food i can given to my baby    bcoz of weather fluctuation i little very abt my baby food   plz help on this asap     ,Que
my baby is 2yr 2mnth he started day care from last 3 weeks but he still cry lot to not to go     it hurt me lot i too cry along with him     i am very upset and confused whether i continue or discontinue to send day care school     please help me friends    ,Que
how to give boiled potatoes  suka ho jata hai and my baby cant swallow it,NotQue
hi guys maine kl post kiya tha mera baby bimar chl raha hai aj test krvae sare to hb km hai 8  5 doctor ne bola is liye dwai kam ni kr rai any solution btae plz ,Que
you can use coconut oil in summers and olive oil in winters   dabur lal tel is also good for massage,NotQue
start with fruit purees first and chapatti can be given after 8months,NotQue
is there any good noodles in the market which is made of wheat flour   i dont want to give maida to my son,Que
can 3 year old girls get vaginal infection   my daughter had frequent burning sensation while peeing,Que
test for sugar        baby may have low sugar      ,NotQue
god bless you both nd dont worry everything will be fine,NotQue
my daughter is 1year old   she is not eating anything since 4 days   cough and cold   i tried everything   but she is just asking for bm   please help  ,Que
hello mommies plz suggest some food for babies weight gain   ,Que
dear mommies      after delivery i got malasma on my face      its not going even after consulting with skin dr       is there any other solution     r u too facing like me     ,Que
hii moms kya 4 month baby ko apple puree de skta hai kya  ,Que
hi moms mera babo ki 1 teeth uth gays hai   he is 10 month old  use bht dino se poty ho rahi hai   doctor dikhya medicine v chal rahi hai   kiya kare poty normal karne k kiya  din main 7 8 bar potty hoti hai thora thora  ,Que
by car since he was 40 days old       n by car to amritsar when he just turned 4 months old    ,NotQue
give warm water       apply coconut oil in potty point     give dry grapes  kismis  juice      boil 5 to 10 kismis for 10 mins      kismis ko ache see masal kar chaan kar juice do,NotQue
give a bath before bed time      apply hing mix with water on babys stomach especially on navel      give him gripe water once a day      u can also give glucose water once a day in small quantity to avoid dehydration,NotQue
hi mere baby ko bahut sardi ho gayi hai usko saas lane main taklif ho rahi hai plz koi uppay batai he is 1 year old,Que
comb s nikl jta h bhut easily bilkul slowly karo baalo ko gila krne k bad aram s niklega or dubara ni hoga wakai m ganda lgta h y bhut,NotQue
nuclear family is best,NotQue
belt doesnt work for me,NotQue
its been 3 month from my delivery of my first child     i have severe stretch marks   whitish  on my tummy      plzz help me       ,Que
hi moms i hve one enquiry my daughter 7 months old from ystrday waking up at night in every one hr gap for d milk bt vn i gve her milk she dnt drink all just a small quantity n sleep n again aftr n hr she wakes up crying for milk  i feed her properly her meal before she sleeps then y dis is happng nything to wry n whts d reason  before i hve nvr faced dis prob  ,Que
no    its too late    do her admission now    kid jo hamse nahi sikhte wo teacher se jaldi sikh jate h    do her admission in nursery    ,NotQue
hello moms kya fruits and vegetables garam food h baccho ke liye    meri baby ka pet garam ho gaya h  hello moms   what is the fruits and vegetables hot food for kids     my babys stomach has been hot    rate this translation,Que
nipples crack ho jaye to kya kre muje bhot pain hota he nipples me rua nai jata kya kru,Que
why biscuits you can give homemade healthy foods,NotQue
please help me    my daughter is going to be 11 months and completely breastfed   i started giving her solid meals too   but due to my illness i have to go through some harsh medications and she is rejecting formula milk  tried every brand  as well as any bottle or cup too   she does not want to leave breastfeeding and shows signs of extreme distress when i deny   after milk war i feel heartbroken ,Que
meri beti bhi 2 yrs ki weight 11 kg h per active bahut jaayda h      dont worry,NotQue
frnds need ur help me apne 7 month baby k sath bahar jaa rhi hu 34 din k liye to kya m disposable bowls spoon glass carry kr sakti hu pls tell frnds need ur valuable suggestions plssss,Que
as everyone else has suggested blended fruits,NotQue
dont give at a time divide the portion in day time as per need   ,NotQue
hello mommies      my baby is 9 months old       he is suffering from measles     wo kuch nai khata toh can i give banana n apple puree to him         ,Que
hii mommies  mera baby 10months ka h kuch dino se vo khana khane k badh hiccups lene laga h aisa kyu  ,Que
my baby is 6 months old   she is not taking formula milk via feeding bottle     i am working   so i have to leave her with my mil       any suggestions on how to make her bottlefeed,Que
hello moms   i want to know      is it safe to use deodorant or perfume while breast feeding  ,Que
karwadiya hay aj   dr ne nariyal ka gunguna tel daalneko kaha patti k oopar see   evening se strt karneko kaha,NotQue
mera beta 22 ko 7 month k hone wala hai mein us ko kya de sakti hu khanna mein,Que
helloo mommies  need urgent help  aap me se jo breast milk ke lie pump use karti hai kya bata sakti hai ki electric or manual pump best hai  aur electric pump se milk nikalte samay pain hota hai kya,Que
hello all   after 4 months of normal delivery my knee and legs are started to pain    what should i do for that   i didnt take calcium supplement after delivery   is it the reason for same  ,Que
helllo every1            my daughter is 20 months old         i want to ask tat after how much time i shoud take her to toilet for peee             nd share abt ur experiances about pee training      at what age ur baby is fully trained            ,Que
my sona also does same thing i enjoy n love it,NotQue
